127.0.0.1 - - [30/Nov/2023:13:45:39 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:24 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:25 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:25 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:26 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:26 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:27 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:27 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:27 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:27 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:28 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 17
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:28 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:24:30 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:08 +0900] "POST /MySNS/jsp/login.jsp?id=kim@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:25 +0900] "POST /MySNS/jsp/login.jsp?id=minhyeon@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:29 +0900] "POST /MySNS/jsp/login.jsp?id=minhyeong@abc.com&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:29 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:29 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 176
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:29 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6035
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:31 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:31 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 176
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:32 +0900] "POST /MySNS/jsp/friendRemove.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:33 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:33 +0900] "GET /MySNS/friend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:33 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:33 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:34 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:34 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:34 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:34 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:35 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:36 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:36 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:36 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:36 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:37 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:45 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:46 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:47 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:47 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:47 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:53 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:54 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:25:59 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:00 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:01 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:01 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:02 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:03 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:03 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:04 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3578
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:04 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:04 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:04 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:05 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:06 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3578
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:06 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:06 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:06 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:06 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:07 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:19 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:19 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:20 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:20 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:20 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:20 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:21 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:22 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:22 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:24 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:28 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:28 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:29 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:30 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:30 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:31 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:31 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:31 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:31 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 200
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:34 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:34 +0900] "POST /MySNS/jsp/userGet.jsp HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:26:35 +0900] "POST /MySNS/jsp/logout.jsp HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:16 +0900] "POST /MySNS/jsp/signup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:17 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:17 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:17 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:24 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:24 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:27 +0900] "POST /MySNS/jsp/friendAdd.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:28 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:28 +0900] "GET /MySNS/friendAdd.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:28 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:28 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:29 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:29 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:29 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 176
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:29 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 9075
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:30 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:31 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:31 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:27:31 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3577
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:05 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:10 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3578
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 176
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:16 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 9075
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:17 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:18 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:21 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:21 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 176
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:22 +0900] "POST /MySNS/jsp/friendRemove.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:22 +0900] "POST /MySNS/jsp/userList.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:22 +0900] "GET /MySNS/friend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:22 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:22 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:23 +0900] "GET /MySNS/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:23 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:23 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:29:23 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:44 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:44 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:44 +0900] "POST /MySNS/jsp/friendList.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:44 +0900] "POST /MySNS/jsp/feedGetGroup.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /MySNS/main.html HTTP/1.1" 200 3579
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /MySNS/css/core.css HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /MySNS/css/main.css HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /MySNS/js/core.js HTTP/1.1" 200 1921
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /MySNS/js/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "POST /MySNS/jsp/session.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [30/Nov/2023:14:30:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
